id_cliente,fecha,consumo_kwh,tipo_lectura
CL0086,2024-05-07,9.07,Real
CL0086,2024-05-08,20.46,Real
CL0086,2024-05-09,5.21,Estimada
CL0086,2024-05-10,18.87,Real
CL0086,2024-05-11,6.64,Estimada
CL0086,2024-05-12,19.19,Real
CL0086,2024-05-13,22.04,Real
CL0086,2024-05-14,12.11,Real
CL0086,2024-05-15,20.77,Estimada
CL0086,2024-05-16,15.12,Real
CL0086,2024-05-17,21.6,Real
CL0086,2024-05-18,20.1,Real
CL0086,2024-05-19,18.39,Real
CL0086,2024-05-20,24.84,Real
CL0086,2024-05-21,16.99,Real
CL0086,2024-05-22,17.58,Estimada
CL0086,2024-05-23,14.98,Real
CL0086,2024-05-24,9.9,Real
CL0086,2024-05-25,20.87,Real
CL0086,2024-05-26,7.95,Real
CL0086,2024-05-27,16.24,Estimada
CL0086,2024-05-28,15.1,Real
CL0086,2024-05-29,22.56,Real
CL0086,2024-05-30,23.13,Real
CL0086,2024-05-31,22.42,Real
CL0086,2024-06-01,27.45,Real
CL0086,2024-06-02,34.3,Real
CL0086,2024-06-03,14.85,Real
CL0086,2024-06-04,10.67,Real
CL0086,2024-06-05,21.08,Real
CL0086,2024-06-06,14.92,Real
CL0086,2024-06-07,18.6,Estimada
CL0086,2024-06-08,31.45,Real
CL0086,2024-06-09,24.19,Real
CL0086,2024-06-10,15.74,Real
CL0086,2024-06-11,16.55,Real
CL0086,2024-06-12,21.57,Real
CL0086,2024-06-13,13.8,Real
CL0086,2024-06-14,11.56,Real
CL0086,2024-06-15,26.96,Real
CL0086,2024-06-16,29.9,Real
CL0086,2024-06-17,22.34,Real
CL0086,2024-06-18,24.09,Real
CL0086,2024-06-19,16.73,Real
CL0086,2024-06-20,10.0,Real
CL0086,2024-06-21,24.93,Real
CL0086,2024-06-22,26.69,Real
CL0086,2024-06-23,23.78,Real
CL0086,2024-06-24,19.41,Real
CL0086,2024-06-25,24.81,Real
CL0086,2024-06-26,17.64,Real
CL0086,2024-06-27,20.87,Real
CL0086,2024-06-28,21.9,Real
CL0087,2024-01-01,15.46,Real
CL0087,2024-01-02,14.11,Real
CL0087,2024-01-03,11.98,Real
CL0087,2024-01-04,14.08,Real
CL0087,2024-01-05,12.1,Real
CL0087,2024-01-06,10.66,Real
CL0087,2024-01-07,18.41,Real
CL0087,2024-01-08,10.6,Real
CL0087,2024-01-09,7.37,Real
CL0087,2024-01-10,18.24,Real
CL0087,2024-01-11,13.33,Real
CL0087,2024-01-12,5.02,Real
CL0087,2024-01-13,17.66,Real
CL0087,2024-01-14,12.85,Real
CL0087,2024-01-15,13.15,Real
CL0087,2024-01-16,13.32,Real
CL0087,2024-01-17,17.93,Real
CL0087,2024-01-18,10.32,Real
CL0087,2024-01-19,12.06,Real
CL0087,2024-01-20,15.01,Real
CL0087,2024-01-21,13.58,Real
CL0087,2024-01-22,15.84,Real
CL0087,2024-01-23,16.15,Real
CL0087,2024-01-24,14.93,Real
CL0087,2024-01-25,16.78,Real
CL0087,2024-01-26,13.09,Real
CL0087,2024-01-27,21.31,Real
CL0087,2024-01-28,21.97,Estimada
CL0087,2024-01-29,19.04,Real
CL0087,2024-01-30,18.58,Estimada
CL0087,2024-01-31,10.68,Real
CL0087,2024-02-01,9.8,Estimada
CL0087,2024-02-02,4.7,Real
CL0087,2024-02-03,13.34,Real
CL0087,2024-02-04,7.69,Real
CL0087,2024-02-05,13.54,Real
CL0087,2024-02-06,7.35,Real
CL0087,2024-02-07,7.28,Real
CL0087,2024-02-08,7.47,Estimada
CL0087,2024-02-09,6.89,Real
CL0087,2024-02-10,12.81,Real
CL0087,2024-02-11,19.54,Real
CL0087,2024-02-12,12.71,Estimada
CL0087,2024-02-13,8.4,Real
CL0087,2024-02-14,11.73,Real
CL0087,2024-02-15,6.43,Real
CL0087,2024-02-16,10.82,Real
CL0087,2024-02-17,16.09,Real
CL0087,2024-02-18,16.06,Real
CL0087,2024-02-19,8.73,Real
CL0087,2024-02-20,8.03,Real
CL0087,2024-02-21,10.28,Real
CL0087,2024-02-22,10.93,Estimada
CL0087,2024-02-23,13.28,Real
CL0087,2024-02-24,13.25,Real
CL0087,2024-02-25,14.56,Estimada
CL0087,2024-02-26,11.66,Real
CL0087,2024-02-27,13.56,Estimada
CL0087,2024-02-28,15.61,Real
CL0087,2024-02-29,12.49,Real
CL0087,2024-03-01,8.7,Real
CL0087,2024-03-02,4.85,Real
CL0087,2024-03-03,16.7,Real
CL0087,2024-03-04,15.85,Real
CL0087,2024-03-05,6.54,Real
CL0087,2024-03-06,11.28,Real
CL0087,2024-03-07,3.27,Real
CL0087,2024-03-08,7.35,Real
CL0087,2024-03-09,10.35,Real
CL0087,2024-03-10,19.15,Real
CL0087,2024-03-11,9.09,Real
CL0087,2024-03-12,18.81,Real
CL0087,2024-03-13,14.5,Real
CL0087,2024-03-14,10.01,Real
CL0087,2024-03-15,9.06,Real
CL0087,2024-03-16,16.57,Estimada
CL0087,2024-03-17,14.0,Real
CL0087,2024-03-18,17.28,Real
CL0087,2024-03-19,11.88,Real
CL0087,2024-03-20,4.97,Real
CL0087,2024-03-21,14.27,Real
CL0087,2024-03-22,4.4,Real
CL0087,2024-03-23,11.84,Real
CL0087,2024-03-24,14.5,Real
CL0087,2024-03-25,7.66,Real
CL0087,2024-03-26,8.32,Real
CL0087,2024-03-27,9.73,Real
CL0087,2024-03-28,11.05,Real
CL0087,2024-03-29,6.94,Real
CL0087,2024-03-30,12.67,Real
CL0087,2024-03-31,13.17,Real
CL0087,2024-04-01,9.16,Real
CL0087,2024-04-02,12.52,Real
CL0087,2024-04-03,12.85,Real
CL0087,2024-04-04,4.39,Real
CL0087,2024-04-05,13.1,Real
CL0087,2024-04-06,15.04,Real
CL0087,2024-04-07,10.53,Real
CL0087,2024-04-08,14.41,Real
CL0087,2024-04-09,10.57,Real
CL0087,2024-04-10,6.65,Real
CL0087,2024-04-11,7.67,Real
CL0087,2024-04-12,11.09,Real
CL0087,2024-04-13,13.93,Real
CL0087,2024-04-14,16.07,Real
CL0087,2024-04-15,9.25,Real
CL0087,2024-04-16,5.87,Real
CL0087,2024-04-17,12.11,Real
CL0087,2024-04-18,11.81,Real
CL0087,2024-04-19,11.63,Real
CL0087,2024-04-20,18.16,Real
CL0087,2024-04-21,12.51,Real
CL0087,2024-04-22,14.49,Real
CL0087,2024-04-23,5.45,Real
CL0087,2024-04-24,11.38,Real
CL0087,2024-04-25,15.08,Real
CL0087,2024-04-26,7.68,Real
CL0087,2024-04-27,12.85,Real
CL0087,2024-04-28,15.44,Real
CL0087,2024-04-29,10.98,Real
CL0087,2024-04-30,11.68,Real
CL0087,2024-05-01,14.88,Real
CL0087,2024-05-02,14.56,Real
CL0087,2024-05-03,10.08,Real
CL0087,2024-05-04,23.17,Real
CL0087,2024-05-05,18.48,Real
CL0087,2024-05-06,12.97,Real
CL0087,2024-05-07,6.33,Real
CL0087,2024-05-08,7.37,Real
CL0087,2024-05-09,13.44,Real
CL0087,2024-05-10,14.82,Real
CL0087,2024-05-11,17.36,Real
CL0087,2024-05-12,19.09,Real
CL0087,2024-05-13,11.02,Real
CL0087,2024-05-14,12.95,Real
CL0087,2024-05-15,4.03,Real
CL0087,2024-05-16,12.65,Real
CL0087,2024-05-17,11.5,Real
CL0087,2024-05-18,8.21,Real
CL0087,2024-05-19,18.43,Real
CL0087,2024-05-20,11.81,Real
CL0087,2024-05-21,11.73,Real
CL0087,2024-05-22,6.68,Real
CL0087,2024-05-23,14.56,Real
CL0087,2024-05-24,12.84,Real
CL0087,2024-05-25,11.73,Real
CL0087,2024-05-26,25.18,Real
CL0087,2024-05-27,15.0,Real
CL0087,2024-05-28,17.21,Real
CL0087,2024-05-29,5.56,Real
CL0087,2024-05-30,17.77,Real
CL0087,2024-05-31,19.85,Estimada
CL0087,2024-06-01,24.26,Real
CL0087,2024-06-02,19.78,Real
CL0087,2024-06-03,10.23,Real
CL0087,2024-06-04,14.99,Real
CL0087,2024-06-05,14.14,Real
CL0087,2024-06-06,13.53,Real
CL0087,2024-06-07,13.63,Estimada
CL0087,2024-06-08,23.12,Estimada
CL0087,2024-06-09,25.98,Estimada
CL0087,2024-06-10,10.91,Real
CL0087,2024-06-11,16.81,Real
CL0087,2024-06-12,14.23,Real
CL0087,2024-06-13,13.22,Real
CL0087,2024-06-14,11.76,Real
CL0087,2024-06-15,20.91,Real
CL0087,2024-06-16,25.71,Real
CL0087,2024-06-17,16.6,Real
CL0087,2024-06-18,12.12,Real
CL0087,2024-06-19,16.8,Real
CL0087,2024-06-20,17.81,Real
CL0087,2024-06-21,12.31,Real
CL0087,2024-06-22,27.69,Real
CL0087,2024-06-23,24.61,Real
CL0087,2024-06-24,18.0,Real
CL0087,2024-06-25,12.96,Real
CL0087,2024-06-26,14.45,Real
CL0087,2024-06-27,13.86,Estimada
CL0087,2024-06-28,10.99,Real
CL0088,2024-01-01,12.87,Estimada
CL0088,2024-01-02,8.98,Real
CL0088,2024-01-03,14.93,Real
CL0088,2024-01-04,21.07,Real
CL0088,2024-01-05,13.74,Real
CL0088,2024-01-06,22.23,Real
CL0088,2024-01-07,21.17,Real
CL0088,2024-01-08,14.28,Real
CL0088,2024-01-09,10.57,Real
CL0088,2024-01-10,8.76,Real
CL0088,2024-01-11,12.2,Estimada
CL0088,2024-01-12,12.34,Real
CL0088,2024-01-13,17.41,Real
CL0088,2024-01-14,15.69,Real
CL0088,2024-01-15,15.99,Real
CL0088,2024-01-16,13.78,Real
CL0088,2024-01-17,19.36,Real
CL0088,2024-01-18,7.73,Real
CL0088,2024-01-19,17.83,Real
CL0088,2024-01-20,20.86,Real
CL0088,2024-01-21,21.41,Real
CL0088,2024-01-22,18.99,Real
CL0088,2024-01-23,10.31,Real
CL0088,2024-01-24,13.71,Estimada
CL0088,2024-01-25,14.56,Real
CL0088,2024-01-26,11.1,Real
CL0088,2024-01-27,12.76,Real
CL0088,2024-01-28,14.74,Real
CL0088,2024-01-29,14.41,Real
CL0088,2024-01-30,10.84,Real
CL0088,2024-01-31,19.99,Real
CL0088,2024-02-01,11.78,Real
CL0088,2024-02-02,9.12,Real
CL0088,2024-02-03,21.19,Real
CL0088,2024-02-04,15.49,Real
CL0088,2024-02-05,9.15,Real
CL0088,2024-02-06,11.43,Real
CL0088,2024-02-07,10.17,Real
CL0088,2024-02-08,16.77,Real
CL0088,2024-02-09,11.97,Real
CL0088,2024-02-10,12.11,Real
CL0088,2024-02-11,17.24,Real
CL0088,2024-02-12,14.47,Real
CL0088,2024-02-13,9.09,Real
CL0088,2024-02-14,11.53,Real
CL0088,2024-02-15,12.04,Real
CL0088,2024-02-16,13.85,Estimada
CL0088,2024-02-17,19.12,Estimada
CL0088,2024-02-18,17.92,Real
CL0088,2024-02-19,12.14,Real
CL0088,2024-02-20,11.12,Real
CL0088,2024-02-21,15.41,Real
CL0088,2024-02-22,2.33,Real
CL0088,2024-02-23,13.51,Real
CL0088,2024-02-24,20.83,Estimada
CL0088,2024-02-25,11.52,Real
CL0088,2024-02-26,13.97,Real
CL0088,2024-02-27,7.61,Real
CL0088,2024-02-28,13.19,Real
CL0088,2024-02-29,12.83,Real
CL0088,2024-03-01,11.21,Real
CL0088,2024-03-02,7.83,Real
CL0088,2024-03-03,6.5,Estimada
CL0088,2024-03-04,4.94,Estimada
CL0088,2024-03-05,8.91,Real
CL0088,2024-03-06,9.9,Real
CL0088,2024-03-07,9.67,Real
CL0088,2024-03-08,13.16,Real
CL0088,2024-03-09,17.82,Real
CL0088,2024-03-10,12.1,Real
CL0088,2024-03-11,22.8,Estimada
CL0088,2024-03-12,20.36,Estimada
CL0088,2024-03-13,13.56,Real
CL0088,2024-03-14,13.06,Estimada
CL0088,2024-03-15,7.8,Real
CL0088,2024-03-16,9.06,Real
CL0088,2024-03-17,16.67,Real
CL0088,2024-03-18,14.9,Real
CL0088,2024-03-19,8.2,Real
CL0088,2024-03-20,17.1,Real
CL0088,2024-03-21,8.8,Real
CL0088,2024-03-22,14.52,Real
CL0088,2024-03-23,9.06,Real
CL0088,2024-03-24,12.51,Real
CL0088,2024-03-25,16.31,Real
CL0088,2024-03-26,10.53,Real
CL0088,2024-03-27,10.81,Real
CL0088,2024-03-28,9.37,Real
CL0088,2024-03-29,11.31,Real
CL0088,2024-03-30,23.29,Real
CL0088,2024-03-31,8.85,Real
CL0088,2024-04-01,14.99,Real
CL0088,2024-04-02,7.4,Real
CL0088,2024-04-03,2.43,Real
CL0088,2024-04-04,10.17,Real
CL0088,2024-04-05,3.84,Real
CL0088,2024-04-06,20.48,Real
CL0088,2024-04-07,18.8,Real
CL0088,2024-04-08,9.4,Real
CL0088,2024-04-09,15.58,Real
CL0088,2024-04-10,10.53,Real
CL0088,2024-04-11,6.39,Real
CL0088,2024-04-12,6.37,Real
CL0088,2024-04-13,13.88,Real
CL0088,2024-04-14,12.53,Real
CL0088,2024-04-15,10.66,Real
CL0088,2024-04-16,15.71,Real
CL0088,2024-04-17,12.41,Real
CL0088,2024-04-18,9.04,Real
CL0088,2024-04-19,14.29,Estimada
CL0088,2024-04-20,15.07,Real
CL0088,2024-04-21,13.38,Real
CL0088,2024-04-22,14.34,Real
CL0088,2024-04-23,14.54,Real
CL0088,2024-04-24,17.27,Real
CL0088,2024-04-25,13.46,Real
CL0088,2024-04-26,13.18,Real
CL0088,2024-04-27,13.05,Real
CL0088,2024-04-28,19.84,Real
CL0088,2024-04-29,16.57,Real
CL0088,2024-04-30,13.01,Real
CL0088,2024-05-01,11.54,Real
CL0088,2024-05-02,21.29,Real
CL0088,2024-05-03,7.41,Real
CL0088,2024-05-04,19.11,Estimada
CL0088,2024-05-05,13.71,Real
CL0088,2024-05-06,7.04,Real
CL0088,2024-05-07,4.77,Real
CL0088,2024-05-08,8.6,Real
CL0088,2024-05-09,12.2,Real
CL0088,2024-05-10,19.39,Estimada
CL0088,2024-05-11,23.07,Real
CL0088,2024-05-12,21.61,Real
CL0088,2024-05-13,10.02,Real
CL0088,2024-05-14,15.09,Real
CL0088,2024-05-15,3.62,Estimada
CL0088,2024-05-16,10.46,Real
CL0088,2024-05-17,9.01,Real
CL0088,2024-05-18,20.54,Real
CL0088,2024-05-19,20.06,Real
CL0088,2024-05-20,13.91,Real
CL0088,2024-05-21,17.26,Real
CL0088,2024-05-22,8.58,Estimada
CL0088,2024-05-23,19.52,Real
CL0088,2024-05-24,13.47,Real
CL0088,2024-05-25,21.31,Real
CL0088,2024-05-26,20.55,Real
CL0088,2024-05-27,6.14,Real
CL0088,2024-05-28,19.92,Estimada
CL0088,2024-05-29,11.12,Real
CL0088,2024-05-30,13.54,Real
CL0088,2024-05-31,18.57,Real
CL0088,2024-06-01,24.72,Real
CL0088,2024-06-02,29.25,Real
CL0088,2024-06-03,23.38,Real
CL0088,2024-06-04,18.6,Real
CL0088,2024-06-05,16.45,Real
CL0088,2024-06-06,23.2,Real
CL0088,2024-06-07,16.38,Estimada
CL0088,2024-06-08,20.64,Real
CL0088,2024-06-09,22.1,Real
CL0088,2024-06-10,10.53,Real
CL0088,2024-06-11,15.83,Real
CL0088,2024-06-12,15.29,Real
CL0088,2024-06-13,22.03,Real
CL0088,2024-06-14,19.42,Real
CL0088,2024-06-15,27.76,Real
CL0088,2024-06-16,24.1,Real
CL0088,2024-06-17,20.78,Real
CL0088,2024-06-18,17.95,Real
CL0088,2024-06-19,18.9,Real
CL0088,2024-06-20,22.88,Real
CL0088,2024-06-21,14.33,Real
CL0088,2024-06-22,21.6,Real
CL0088,2024-06-23,28.22,Real
CL0088,2024-06-24,13.44,Real
CL0088,2024-06-25,18.25,Real
CL0088,2024-06-26,16.24,Real
CL0088,2024-06-27,14.54,Real
CL0088,2024-06-28,15.92,Real
CL0089,2024-01-01,12.38,Real
CL0089,2024-01-02,27.4,Real
CL0089,2024-01-03,17.29,Real
CL0089,2024-01-04,9.03,Real
CL0089,2024-01-05,13.53,Real
CL0089,2024-01-06,34.89,Real
CL0089,2024-01-07,19.87,Real
CL0089,2024-01-08,12.05,Real
CL0089,2024-01-09,6.69,Real
CL0089,2024-01-10,19.43,Real
CL0089,2024-01-11,21.94,Real
CL0089,2024-01-12,10.23,Real
CL0089,2024-01-13,23.68,Real
CL0089,2024-01-14,35.87,Real
CL0089,2024-01-15,15.61,Real
CL0089,2024-01-16,24.89,Real
CL0089,2024-01-17,22.95,Estimada
CL0089,2024-01-18,15.92,Real
CL0089,2024-01-19,23.77,Real
CL0089,2024-01-20,18.45,Real
CL0089,2024-01-21,25.88,Real
CL0089,2024-01-22,13.91,Real
CL0089,2024-01-23,13.78,Real
CL0089,2024-01-24,33.63,Real
CL0089,2024-01-25,19.22,Real
CL0089,2024-01-26,20.08,Real
CL0089,2024-01-27,29.51,Real
CL0089,2024-01-28,24.52,Real
CL0089,2024-01-29,13.86,Real
CL0089,2024-01-30,14.89,Real
CL0089,2024-01-31,20.73,Real
CL0089,2024-02-01,14.3,Real
CL0089,2024-02-02,11.04,Real
CL0089,2024-02-03,25.33,Real
CL0089,2024-02-04,10.09,Real
CL0089,2024-02-05,10.9,Real
CL0089,2024-02-06,8.37,Real
CL0089,2024-02-07,12.42,Real
CL0089,2024-02-08,17.1,Estimada
CL0089,2024-02-09,12.37,Real
CL0089,2024-02-10,30.57,Real
CL0089,2024-02-11,22.66,Real
CL0089,2024-02-12,5.57,Real
CL0089,2024-02-13,12.05,Real
CL0089,2024-02-14,16.68,Real
CL0089,2024-02-15,12.02,Real
CL0089,2024-02-16,17.76,Real
CL0089,2024-02-17,11.77,Real
CL0089,2024-02-18,30.13,Real
CL0089,2024-02-19,21.84,Real
CL0089,2024-02-20,20.18,Real
CL0089,2024-02-21,12.96,Real
CL0089,2024-02-22,17.28,Real
CL0089,2024-02-23,10.3,Real
CL0089,2024-02-24,19.37,Real
CL0089,2024-02-25,15.5,Estimada
CL0089,2024-02-26,15.34,Real
CL0089,2024-02-27,15.64,Estimada
CL0089,2024-02-28,19.86,Real
CL0089,2024-02-29,21.76,Real
CL0089,2024-03-01,12.76,Real
CL0089,2024-03-02,15.0,Real
CL0089,2024-03-03,14.16,Real
CL0089,2024-03-04,14.4,Real
CL0089,2024-03-05,18.16,Real
CL0089,2024-03-06,7.68,Real
CL0089,2024-03-07,15.2,Real
CL0089,2024-03-08,9.41,Real
CL0089,2024-03-09,14.4,Real
CL0089,2024-03-10,22.03,Real
CL0089,2024-03-11,15.43,Real
CL0089,2024-03-12,17.06,Real
CL0089,2024-03-13,18.17,Real
CL0089,2024-03-14,22.65,Estimada
CL0089,2024-03-15,10.51,Real
CL0089,2024-03-16,21.61,Real
CL0089,2024-03-17,19.53,Real
CL0089,2024-03-18,15.18,Real
CL0089,2024-03-19,16.1,Real
CL0089,2024-03-20,14.3,Real
CL0089,2024-03-21,17.62,Real
CL0089,2024-03-22,22.25,Real
CL0089,2024-03-23,22.94,Real
CL0089,2024-03-24,26.44,Real
CL0089,2024-03-25,18.87,Real
CL0089,2024-03-26,17.08,Real
CL0089,2024-03-27,14.16,Real
CL0089,2024-03-28,9.83,Real
CL0089,2024-03-29,13.66,Real
CL0089,2024-03-30,15.56,Estimada
CL0089,2024-03-31,29.14,Real
CL0089,2024-04-01,15.47,Real
CL0089,2024-04-02,18.77,Estimada
CL0089,2024-04-03,12.73,Real
CL0089,2024-04-04,3.5,Real
CL0089,2024-04-05,13.65,Real
CL0089,2024-04-06,21.71,Real
CL0089,2024-04-07,20.04,Estimada
CL0089,2024-04-08,14.74,Real
CL0089,2024-04-09,17.85,Real
CL0089,2024-04-10,14.32,Real
CL0089,2024-04-11,13.42,Real
CL0089,2024-04-12,11.93,Real
CL0089,2024-04-13,16.6,Real
CL0089,2024-04-14,16.87,Real
CL0089,2024-04-15,12.06,Estimada
CL0089,2024-04-16,12.85,Real
CL0089,2024-04-17,15.09,Estimada
CL0089,2024-04-18,20.05,Real
CL0089,2024-04-19,15.98,Real
CL0089,2024-04-20,25.88,Real
CL0089,2024-04-21,30.18,Estimada
CL0089,2024-04-22,15.24,Real
CL0089,2024-04-23,5.42,Real
CL0089,2024-04-24,11.88,Real
CL0089,2024-04-25,21.59,Real
CL0089,2024-04-26,7.36,Real
CL0089,2024-04-27,28.02,Real
CL0089,2024-04-28,20.82,Real
CL0089,2024-04-29,13.45,Real
CL0089,2024-04-30,19.05,Real
CL0089,2024-05-01,21.96,Real
CL0089,2024-05-02,15.56,Real
CL0089,2024-05-03,17.66,Real
CL0089,2024-05-04,24.61,Real
CL0089,2024-05-05,25.15,Real
CL0089,2024-05-06,22.26,Real
CL0089,2024-05-07,10.03,Estimada
CL0089,2024-05-08,25.0,Real
CL0089,2024-05-09,17.38,Real
CL0089,2024-05-10,5.29,Real
CL0089,2024-05-11,8.33,Real
CL0089,2024-05-12,23.59,Real
CL0089,2024-05-13,26.63,Real
CL0089,2024-05-14,12.25,Estimada
CL0089,2024-05-15,19.83,Real
CL0089,2024-05-16,16.8,Real
CL0089,2024-05-17,19.95,Real
CL0089,2024-05-18,27.76,Real
CL0089,2024-05-19,28.8,Real
CL0089,2024-05-20,10.81,Estimada
CL0089,2024-05-21,21.96,Real
CL0089,2024-05-22,18.1,Real
CL0089,2024-05-23,19.44,Real
CL0089,2024-05-24,14.88,Real
CL0089,2024-05-25,23.79,Estimada
CL0089,2024-05-26,25.32,Real
CL0089,2024-05-27,28.79,Real
CL0089,2024-05-28,19.94,Real
CL0089,2024-05-29,18.55,Real
CL0089,2024-05-30,11.58,Estimada
CL0089,2024-05-31,15.12,Real
CL0089,2024-06-01,34.87,Real
CL0089,2024-06-02,38.08,Real
CL0089,2024-06-03,21.32,Estimada
CL0089,2024-06-04,24.91,Real
CL0089,2024-06-05,11.15,Real
CL0089,2024-06-06,25.57,Real
CL0089,2024-06-07,16.78,Real
CL0089,2024-06-08,27.98,Real
CL0089,2024-06-09,33.69,Real
CL0089,2024-06-10,16.77,Real
CL0089,2024-06-11,23.36,Real
CL0089,2024-06-12,20.17,Estimada
CL0089,2024-06-13,21.84,Real
CL0089,2024-06-14,14.51,Real
CL0089,2024-06-15,30.34,Real
CL0089,2024-06-16,27.09,Real
CL0089,2024-06-17,25.79,Real
CL0089,2024-06-18,21.12,Real
CL0089,2024-06-19,26.56,Real
CL0089,2024-06-20,22.41,Real
CL0089,2024-06-21,22.48,Real
CL0089,2024-06-22,34.63,Real
CL0089,2024-06-23,39.3,Real
CL0089,2024-06-24,16.22,Real
CL0089,2024-06-25,23.86,Estimada
CL0089,2024-06-26,26.01,Real
CL0089,2024-06-27,17.7,Real
CL0089,2024-06-28,22.54,Real
CL0090,2024-01-01,7.19,Real
CL0090,2024-01-02,8.59,Real
CL0090,2024-01-03,11.2,Real
CL0090,2024-01-04,8.98,Real
CL0090,2024-01-05,9.94,Real
CL0090,2024-01-06,19.82,Real
CL0090,2024-01-07,16.96,Real
CL0090,2024-01-08,14.14,Real
CL0090,2024-01-09,15.62,Real
CL0090,2024-01-10,11.34,Real
CL0090,2024-01-11,11.09,Estimada
CL0090,2024-01-12,15.78,Real
CL0090,2024-01-13,17.09,Real
CL0090,2024-01-14,17.46,Real
CL0090,2024-01-15,11.73,Real
CL0090,2024-01-16,8.92,Real
CL0090,2024-01-17,9.64,Real
CL0090,2024-01-18,12.29,Real
CL0090,2024-01-19,11.48,Real
CL0090,2024-01-20,14.75,Real
CL0090,2024-01-21,20.88,Real
CL0090,2024-01-22,12.05,Real
CL0090,2024-01-23,8.7,Real
CL0090,2024-01-24,8.45,Estimada
CL0090,2024-01-25,14.83,Real
CL0090,2024-01-26,13.02,Real
CL0090,2024-01-27,13.42,Real
CL0090,2024-01-28,17.98,Real
CL0090,2024-01-29,13.81,Real
CL0090,2024-01-30,18.76,Real
CL0090,2024-01-31,13.29,Real
CL0090,2024-02-01,6.11,Real
CL0090,2024-02-02,10.74,Real
CL0090,2024-02-03,12.76,Real
CL0090,2024-02-04,14.48,Real
CL0090,2024-02-05,11.66,Real
CL0090,2024-02-06,7.56,Real
CL0090,2024-02-07,8.37,Real
CL0090,2024-02-08,5.95,Real
CL0090,2024-02-09,11.18,Real
CL0090,2024-02-10,17.83,Real
CL0090,2024-02-11,15.18,Real
CL0090,2024-02-12,7.41,Real
CL0090,2024-02-13,10.43,Real
CL0090,2024-02-14,10.81,Real
CL0090,2024-02-15,8.49,Real
CL0090,2024-02-16,5.35,Real
CL0090,2024-02-17,11.35,Real
CL0090,2024-02-18,14.84,Real
CL0090,2024-02-19,10.19,Estimada
CL0090,2024-02-20,4.09,Estimada
CL0090,2024-02-21,5.13,Real
CL0090,2024-02-22,6.99,Estimada
CL0090,2024-02-23,14.06,Real
CL0090,2024-02-24,17.58,Real
CL0090,2024-02-25,15.07,Real
CL0090,2024-02-26,9.75,Real
CL0090,2024-02-27,1.2,Real
CL0090,2024-02-28,7.66,Real
CL0090,2024-02-29,11.57,Estimada
CL0090,2024-03-01,6.46,Real
CL0090,2024-03-02,6.85,Real
CL0090,2024-03-03,15.81,Real
CL0090,2024-03-04,15.0,Real
CL0090,2024-03-05,4.27,Real
CL0090,2024-03-06,9.58,Real
CL0090,2024-03-07,7.81,Real
CL0090,2024-03-08,11.58,Real
CL0090,2024-03-09,13.47,Estimada
CL0090,2024-03-10,11.56,Real
CL0090,2024-03-11,5.6,Real
CL0090,2024-03-12,7.35,Real
CL0090,2024-03-13,4.76,Estimada
CL0090,2024-03-14,7.04,Real
CL0090,2024-03-15,11.41,Estimada
CL0090,2024-03-16,14.01,Real
CL0090,2024-03-17,14.88,Estimada
CL0090,2024-03-18,12.17,Real
CL0090,2024-03-19,8.31,Estimada
CL0090,2024-03-20,8.51,Real
CL0090,2024-03-21,13.96,Real
CL0090,2024-03-22,5.23,Real
CL0090,2024-03-23,7.08,Real
CL0090,2024-03-24,9.44,Real
CL0090,2024-03-25,11.66,Real
CL0090,2024-03-26,9.77,Real
CL0090,2024-03-27,5.23,Real
CL0090,2024-03-28,8.33,Real
CL0090,2024-03-29,6.94,Real
CL0090,2024-03-30,15.63,Real
CL0090,2024-03-31,17.51,Real
CL0090,2024-04-01,10.9,Real
CL0090,2024-04-02,11.3,Real
CL0090,2024-04-03,7.82,Real
CL0090,2024-04-04,11.43,Real
CL0090,2024-04-05,8.3,Real
CL0090,2024-04-06,10.5,Real
CL0090,2024-04-07,7.34,Real
CL0090,2024-04-08,12.76,Real
CL0090,2024-04-09,6.33,Estimada
CL0090,2024-04-10,9.62,Real
CL0090,2024-04-11,10.52,Real
CL0090,2024-04-12,13.09,Real
CL0090,2024-04-13,14.62,Real
CL0090,2024-04-14,11.19,Real
CL0090,2024-04-15,9.32,Real
CL0090,2024-04-16,5.77,Real
CL0090,2024-04-17,10.09,Real
CL0090,2024-04-18,13.41,Real
CL0090,2024-04-19,8.96,Real
CL0090,2024-04-20,11.1,Real
CL0090,2024-04-21,11.66,Real
CL0090,2024-04-22,10.13,Real
CL0090,2024-04-23,12.49,Real
CL0090,2024-04-24,9.55,Real
CL0090,2024-04-25,12.16,Real
CL0090,2024-04-26,6.68,Real
CL0090,2024-04-27,11.01,Real
CL0090,2024-04-28,15.43,Real
CL0090,2024-04-29,10.16,Real
CL0090,2024-04-30,8.45,Estimada
CL0090,2024-05-01,2.02,Real
CL0090,2024-05-02,11.04,Real
CL0090,2024-05-03,5.35,Real
CL0090,2024-05-04,8.39,Estimada
CL0090,2024-05-05,12.51,Estimada
CL0090,2024-05-06,9.6,Real
CL0090,2024-05-07,11.25,Real
CL0090,2024-05-08,10.42,Real
CL0090,2024-05-09,13.42,Real
CL0090,2024-05-10,10.29,Real
CL0090,2024-05-11,18.76,Real
CL0090,2024-05-12,13.45,Real
CL0090,2024-05-13,11.8,Real
